temperatura,vibracao,corrente_eletrica,rotacao,carga_maquina,tempo_operacao_horas,turno,tipo_equipamento,historico_manutencao,dias_desde_ultima_manutencao,falha_ocorrida,tempo_ate_falha_horas
76.75,4.157,33.12,2501.0,80.33,1959.3,tarde,bomba,2,86.9,0,301.9
82.94,2.811,36.13,2578.0,92.29,2711.0,manha,bomba,4,108.6,0,240.0
80.05,2.455,31.68,2416.0,76.5,1886.1,manha,bomba,2,67.0,0,549.8
84.79,3.186,39.39,2767.0,92.71,3501.6,noite,CNC,2,82.1,0,260.8
78.45,2.939,32.76,2332.0,77.04,4067.1,noite,bomba,2,50.7,0,355.0
79.38,3.164,23.12,2667.0,35.1,4122.1,noite,CNC,1,109.8,0,306.5
83.72,2.196,34.07,2205.0,58.24,2245.4,manha,compressor,1,60.8,0,488.9
76.03,2.983,38.32,2473.0,96.19,1910.9,manha,bomba,2,77.6,0,240.0
83.69,2.849,36.59,2439.0,89.09,4391.9,tarde,bomba,1,17.5,0,548.3
77.16,3.072,33.72,2628.0,79.16,2142.8,noite,CNC,2,73.5,0,487.2
82.67,2.806,30.78,2748.0,69.12,2685.5,manha,CNC,3,53.5,0,507.2
77.97,2.548,29.06,2712.0,63.54,3054.2,manha,CNC,2,71.8,0,392.3
86.43,2.401,31.3,2654.0,75.57,2557.1,manha,CNC,3,76.4,0,394.1
80.64,3.318,34.48,2450.0,84.41,3786.5,noite,bomba,5,81.2,0,458.5
80.27,3.928,32.56,2432.0,86.16,1013.8,noite,CNC,7,74.1,0,349.8
80.04,3.416,35.21,1293.0,74.93,3319.6,tarde,prensa,1,43.3,0,783.2
71.08,2.384,25.49,2402.0,46.4,1571.4,manha,CNC,2,134.5,0,533.5
72.72,2.597,28.31,2508.0,44.92,2003.6,noite,CNC,5,97.9,0,521.3
81.99,2.832,30.77,1564.0,72.5,2837.1,tarde,esteira,5,46.4,0,549.3
84.54,3.469,36.0,2089.0,82.2,843.0,manha,compressor,2,44.8,0,454.9
75.03,3.241,27.64,1893.0,61.5,2318.3,manha,compressor,4,2.6,0,713.3
83.97,3.284,34.74,997.0,86.52,2089.0,tarde,prensa,4,22.0,0,262.6
79.21,2.772,36.01,1193.0,92.49,2393.6,manha,prensa,2,28.7,0,340.6
66.83,1.711,30.49,1289.0,64.05,2020.4,noite,esteira,2,45.6,0,664.7
79.51,2.936,25.67,2442.0,51.01,2695.8,tarde,CNC,2,107.4,0,409.0
68.6,1.541,30.36,2346.0,50.36,1844.5,manha,bomba,0,42.2,0,498.8
82.25,2.974,30.8,1366.0,62.29,2500.2,tarde,prensa,2,21.7,0,649.0
84.61,3.193,36.34,1054.0,88.57,2833.3,tarde,prensa,3,71.0,0,345.4
80.36,2.421,29.61,2345.0,71.52,4480.4,manha,CNC,1,74.3,0,359.0
90.19,3.798,37.75,2222.0,90.09,5025.7,tarde,compressor,2,42.5,0,240.0
89.43,2.97,38.75,2168.0,87.52,1072.9,manha,compressor,0,99.4,0,319.3
81.69,3.571,32.82,2646.0,81.51,4672.8,manha,CNC,1,103.5,0,522.6
74.63,2.387,29.12,2427.0,62.7,1436.1,tarde,bomba,1,11.7,0,451.8
84.58,2.455,35.79,2891.0,88.69,2512.2,tarde,CNC,1,74.6,0,240.0
72.49,2.792,25.96,2156.0,43.73,884.0,manha,compressor,4,6.6,0,725.5
84.5,3.661,34.95,2663.0,91.27,601.3,manha,CNC,0,46.0,0,382.0
82.68,4.207,34.86,2269.0,78.81,7501.5,tarde,bomba,3,174.1,0,240.0
79.74,3.287,34.85,2694.0,71.59,2551.6,manha,CNC,2,72.4,0,405.1
80.37,3.083,36.89,1973.0,91.71,2233.1,noite,compressor,0,31.5,0,586.4
82.84,3.708,33.03,2765.0,82.0,3023.8,tarde,CNC,1,77.1,0,287.9
79.03,3.13,29.7,1409.0,68.17,2264.4,noite,prensa,2,29.6,0,521.4
76.96,2.086,38.12,2791.0,75.85,4039.7,tarde,CNC,1,61.1,0,435.9
69.3,1.748,25.13,2399.0,43.32,2927.5,noite,bomba,2,25.4,0,702.9
67.75,1.841,26.04,2695.0,38.55,3680.0,manha,CNC,3,38.3,0,633.3
81.65,3.896,32.14,2449.0,85.29,1581.6,manha,CNC,1,98.4,0,377.9
79.67,2.36,28.21,2453.0,58.34,971.5,manha,CNC,5,132.3,0,240.0
76.83,2.323,31.17,2735.0,55.58,4295.6,manha,CNC,0,60.9,0,610.5
88.74,2.834,34.29,2722.0,86.52,3098.0,noite,CNC,3,82.6,0,240.0
90.17,2.734,34.16,2177.0,85.49,1194.5,tarde,bomba,4,34.5,0,446.9
85.07,3.286,35.75,2247.0,82.89,1207.8,tarde,bomba,3,22.9,0,549.1
65.5,1.698,24.8,2519.0,44.21,2729.6,tarde,CNC,3,56.8,0,498.1
83.5,3.695,37.6,2098.0,88.56,3520.3,tarde,compressor,2,54.4,0,436.0
91.58,3.218,35.16,2276.0,88.41,1429.5,tarde,bomba,0,179.5,0,240.0
81.22,4.077,34.19,2460.0,80.27,5625.9,noite,CNC,1,45.0,0,392.5
76.18,2.887,31.99,2033.0,62.4,3778.4,tarde,compressor,1,43.6,0,677.1
89.59,3.669,37.26,2546.0,96.49,4464.1,noite,CNC,3,72.2,0,240.0
74.72,2.266,27.98,2775.0,63.08,2689.5,manha,CNC,2,33.8,0,727.4
81.78,2.672,28.07,2049.0,52.87,2560.2,noite,compressor,1,28.2,0,745.0
74.61,1.9,27.24,1431.0,56.23,1124.5,manha,prensa,2,65.4,0,578.8
93.52,3.17,35.87,978.0,88.51,1590.5,tarde,prensa,2,15.5,0,391.0
83.73,3.22,36.45,1261.0,88.58,2376.9,noite,prensa,3,69.6,0,255.6
76.35,2.55,31.93,2359.0,68.21,3144.0,manha,compressor,1,36.9,0,595.0
70.98,3.479,29.99,2615.0,52.84,2830.5,manha,CNC,2,80.1,0,631.3
77.39,3.67,30.87,2030.0,70.44,679.8,manha,compressor,1,111.4,0,300.3
85.52,3.693,35.77,2560.0,86.08,1378.8,tarde,CNC,6,28.3,0,459.1
72.08,3.099,33.74,2452.0,66.04,2935.9,noite,CNC,1,42.9,0,481.5
82.19,3.725,37.12,2732.0,89.92,3189.1,noite,CNC,2,94.5,0,598.1
84.07,3.766,35.98,1970.0,76.91,1999.4,tarde,compressor,1,60.9,0,265.7
81.55,4.191,37.38,2115.0,93.66,3598.3,noite,compressor,4,133.9,0,240.0
73.28,3.16,33.61,2682.0,70.56,3568.4,tarde,CNC,2,62.4,0,491.3
83.31,4.033,34.17,1524.0,82.2,7225.1,noite,esteira,1,108.0,0,240.0
88.75,3.801,35.57,1952.0,96.37,2570.2,manha,compressor,2,20.1,0,767.0
73.5,2.528,32.38,1580.0,67.85,1954.1,tarde,esteira,2,27.5,0,907.9
73.82,2.812,26.92,2623.0,42.72,1435.1,manha,CNC,1,123.5,0,531.0
77.31,2.848,35.03,2444.0,84.17,1029.2,manha,bomba,1,27.1,0,725.3
84.37,3.212,28.78,2274.0,61.84,3484.9,tarde,CNC,2,124.3,0,368.4
78.55,2.738,33.13,2476.0,60.41,3271.0,manha,bomba,4,30.4,0,667.1
62.58,1.218,24.38,2964.0,28.96,1118.3,tarde,CNC,2,16.8,0,917.0
78.17,2.481,31.16,2476.0,71.54,3497.9,tarde,CNC,1,44.6,0,476.0
73.89,3.256,37.93,2530.0,85.53,2773.5,manha,bomba,2,20.2,0,269.2
74.7,2.372,28.62,2605.0,41.11,2130.9,tarde,CNC,2,75.7,0,703.3
69.99,2.338,30.26,2548.0,64.9,639.2,tarde,CNC,2,6.7,0,695.2
83.04,3.776,32.52,1069.0,78.2,3252.6,noite,prensa,3,154.1,0,359.7
70.04,1.512,26.22,2811.0,39.24,6052.1,manha,CNC,2,54.3,0,696.9
74.81,2.877,32.74,2421.0,76.0,1553.6,noite,bomba,2,78.3,0,425.1
70.53,2.498,32.95,2358.0,50.43,2776.4,noite,bomba,3,84.7,0,391.4
86.42,3.421,34.47,2413.0,89.32,3399.2,tarde,CNC,3,58.4,0,240.0
71.84,2.875,30.85,2158.0,49.2,438.4,tarde,compressor,1,68.9,0,735.0
80.57,2.432,30.99,2800.0,68.02,1397.0,tarde,CNC,2,40.4,0,627.7
83.15,3.482,33.78,1538.0,80.82,921.6,noite,esteira,2,84.6,0,308.2
68.65,1.887,25.18,2499.0,47.08,6032.0,manha,CNC,1,6.7,0,764.3
84.22,3.836,36.71,2664.0,89.5,419.7,noite,CNC,1,137.4,0,305.2
73.62,2.387,27.12,2323.0,54.25,2125.2,noite,compressor,1,39.3,0,661.5
84.31,4.037,35.73,1174.0,87.29,2958.1,tarde,prensa,2,91.3,0,412.5
81.75,2.701,28.19,1631.0,64.31,1545.5,noite,esteira,1,101.3,0,489.4
79.19,2.157,28.46,1227.0,70.58,491.3,tarde,prensa,2,37.7,0,587.6
69.81,2.667,29.99,2374.0,64.31,2178.6,noite,bomba,2,50.6,0,317.4
77.21,3.027,36.02,2424.0,76.84,1529.3,noite,bomba,2,49.0,0,771.9
70.66,2.434,28.09,2356.0,50.6,3146.5,manha,bomba,3,45.2,0,601.2
71.57,2.358,24.51,1181.0,36.03,3811.1,manha,prensa,1,31.0,0,626.9
75.24,1.855,30.13,2420.0,36.79,1124.0,manha,bomba,1,51.9,0,615.1
90.04,3.235,33.11,2187.0,93.1,1631.6,noite,compressor,2,43.8,0,240.0
86.84,2.816,38.57,2367.0,96.73,1684.2,tarde,bomba,0,114.1,0,240.0
78.34,3.369,32.19,2367.0,79.22,3779.9,noite,bomba,2,61.5,0,240.0
78.21,2.542,28.07,2681.0,50.44,2598.7,tarde,CNC,1,33.2,0,579.1
82.96,4.222,33.29,2257.0,80.85,1154.7,manha,compressor,1,118.4,0,240.0
75.8,3.302,30.11,1896.0,66.19,4460.6,noite,compressor,5,104.7,0,588.0
76.08,2.469,31.36,1617.0,66.08,1542.5,tarde,esteira,2,44.8,0,684.8
71.25,2.722,29.1,2194.0,57.72,1811.5,manha,compressor,1,59.0,0,548.1
82.23,3.246,32.12,1474.0,77.96,1339.6,manha,esteira,1,114.9,0,240.0
80.67,2.956,30.94,2220.0,75.49,2715.4,manha,compressor,0,88.9,0,297.0
74.26,2.392,33.48,1667.0,71.89,1998.4,manha,esteira,2,14.1,0,848.9
64.39,2.593,28.52,2750.0,58.22,5198.5,manha,CNC,3,25.8,0,511.9
85.83,3.352,31.85,1069.0,78.1,2619.3,tarde,prensa,2,35.6,0,418.4
69.74,3.383,26.24,2348.0,60.59,1393.6,manha,bomba,4,38.6,0,695.5
75.86,2.939,32.8,2557.0,71.29,2454.0,manha,CNC,6,49.8,0,582.1
82.59,2.516,33.06,2705.0,76.66,5610.6,manha,CNC,3,67.2,0,355.8
78.16,2.206,33.11,2772.0,73.27,1065.8,tarde,CNC,2,49.8,0,761.6
94.74,4.056,40.61,1993.0,81.61,3250.8,noite,compressor,4,102.6,0,240.0
59.57,1.0,25.69,1507.0,37.57,646.3,tarde,esteira,2,39.2,0,726.0
69.42,2.677,23.64,1480.0,31.14,4995.5,manha,prensa,3,102.6,0,275.9
82.25,2.475,29.65,2423.0,73.95,1840.9,tarde,bomba,3,61.6,0,553.2
67.7,3.368,28.17,2458.0,38.52,1368.2,noite,bomba,3,59.2,0,507.7
87.14,3.168,36.41,1991.0,86.64,5420.3,noite,compressor,0,83.3,0,240.0
86.44,2.3,36.14,1673.0,65.94,2357.6,noite,esteira,3,75.3,0,476.2
82.91,3.392,34.51,1553.0,89.96,2412.1,noite,esteira,1,49.6,0,444.9
92.08,3.289,35.43,2098.0,93.89,1858.2,tarde,compressor,1,30.6,0,322.3
79.24,2.536,31.86,1231.0,54.13,1908.8,noite,prensa,0,115.7,0,539.9
79.15,2.174,30.67,2040.0,59.37,595.1,manha,compressor,2,56.8,0,547.2
79.18,2.587,36.23,1372.0,79.31,3223.1,noite,esteira,3,57.2,0,550.5
69.97,2.662,24.36,1160.0,45.72,926.1,noite,prensa,5,199.1,0,393.5
88.67,3.344,33.76,1663.0,89.16,4119.8,noite,esteira,0,103.2,0,240.0
80.99,3.599,30.89,2618.0,73.4,1203.6,tarde,CNC,2,46.8,0,750.8
81.04,3.745,27.05,2529.0,72.23,2545.7,noite,bomba,2,53.8,0,387.1
76.83,3.5,31.15,2617.0,70.71,1668.1,manha,CNC,2,28.3,0,444.7
68.45,2.004,24.24,1294.0,54.19,1857.9,tarde,esteira,3,21.4,0,629.1
82.57,3.034,31.09,2020.0,62.21,2085.5,manha,compressor,2,46.8,0,253.9
79.99,2.881,32.04,2176.0,70.64,2938.5,tarde,bomba,2,72.1,0,240.0
75.95,2.883,32.58,1309.0,80.39,5333.4,tarde,prensa,4,29.8,0,436.0
76.4,1.87,31.41,2399.0,62.21,1829.6,manha,CNC,1,89.1,0,622.9
69.28,1.379,26.04,2116.0,40.23,514.3,manha,compressor,6,24.7,0,664.1
64.44,2.64,31.33,2291.0,56.99,4697.1,manha,bomba,4,47.2,0,723.2
77.44,2.486,35.54,1973.0,67.64,3506.8,tarde,compressor,2,84.1,0,370.8
83.76,2.3,27.03,2713.0,43.37,1172.1,tarde,CNC,2,160.7,0,240.0
66.14,2.901,29.07,2598.0,54.02,1033.0,noite,CNC,1,125.8,0,597.0
82.29,2.613,37.29,2024.0,86.96,3016.4,manha,compressor,6,109.2,0,361.4
72.76,3.797,38.29,2364.0,82.69,2716.8,noite,bomba,4,58.2,0,575.4
76.18,3.311,30.69,2296.0,77.52,6076.5,tarde,bomba,2,92.2,0,387.5
70.58,2.53,30.54,2547.0,69.56,3241.6,manha,CNC,0,44.5,0,646.8
81.1,3.154,33.59,1840.0,88.3,1600.9,manha,compressor,3,80.6,0,246.4
85.15,2.915,31.16,2152.0,68.69,1373.4,tarde,compressor,2,19.8,0,504.9
78.34,2.097,28.4,2681.0,55.99,2496.2,manha,CNC,2,67.2,0,653.0
77.89,3.189,32.75,1686.0,83.17,619.0,manha,esteira,6,19.7,0,528.3
84.92,3.269,31.85,2120.0,62.09,800.6,manha,compressor,2,104.9,0,622.5
70.41,2.005,28.37,2342.0,49.52,1077.1,manha,bomba,0,89.3,0,727.1
79.21,3.22,33.79,1177.0,76.99,1574.8,manha,prensa,2,133.3,0,240.0
80.93,3.538,36.75,2481.0,88.85,2334.9,manha,bomba,2,22.1,0,404.5
72.26,3.39,32.48,2455.0,56.57,3365.6,noite,bomba,3,197.9,0,240.0
72.18,2.856,32.82,2572.0,71.26,4854.7,tarde,CNC,3,53.5,0,388.2
86.81,3.066,32.47,2740.0,82.57,4337.4,tarde,CNC,1,104.0,0,240.0
85.2,3.132,34.72,2625.0,88.5,3959.8,tarde,CNC,0,27.4,0,635.2
71.41,2.367,29.77,1429.0,70.31,1812.9,tarde,esteira,2,70.8,0,616.2
80.83,2.803,36.99,1441.0,80.9,1398.4,manha,esteira,2,49.4,0,546.1
79.67,2.678,29.81,2587.0,63.53,2980.5,manha,CNC,4,89.3,0,575.4
70.69,1.866,26.43,2664.0,54.36,3091.5,manha,CNC,2,11.9,0,851.6
78.95,3.565,32.8,2239.0,82.76,1155.1,tarde,compressor,3,25.6,0,509.5
85.79,3.433,33.66,2613.0,81.68,2079.4,tarde,bomba,0,111.0,0,240.0
85.72,2.622,36.1,2379.0,93.69,1324.7,tarde,bomba,0,25.1,0,741.8
87.3,2.575,33.03,2226.0,80.14,778.2,tarde,bomba,3,50.0,0,397.7
84.13,3.467,36.14,1143.0,78.74,2850.1,noite,prensa,2,45.2,0,248.0
74.93,2.808,32.53,2018.0,74.2,3915.7,manha,compressor,4,65.9,0,477.2
73.01,2.798,31.97,2420.0,71.66,5764.6,tarde,bomba,4,29.5,0,485.4
78.93,2.868,33.81,2135.0,71.28,2177.4,tarde,bomba,3,117.2,0,392.5
87.4,2.93,37.54,2209.0,84.75,670.7,tarde,compressor,2,66.8,0,240.0
87.39,3.279,33.52,1034.0,79.72,6338.0,noite,prensa,3,125.1,0,240.0
83.39,3.587,37.96,2617.0,85.29,6654.8,noite,CNC,1,88.7,0,240.0
63.51,1.998,24.08,1444.0,36.83,10041.6,manha,esteira,2,64.2,0,386.3
78.12,2.066,26.75,1414.0,51.85,7801.6,tarde,esteira,3,4.9,0,297.6
85.35,3.43,33.54,1379.0,65.77,2751.5,noite,prensa,6,80.1,0,451.8
71.92,2.421,31.81,2330.0,66.61,2400.1,tarde,bomba,2,79.5,0,841.2
81.02,3.306,29.96,1903.0,55.06,3683.9,noite,compressor,1,123.7,0,240.0
77.01,2.856,31.25,1601.0,71.32,891.3,manha,esteira,1,60.7,0,453.1
73.49,1.916,28.58,1668.0,55.95,1519.0,tarde,esteira,1,2.3,0,941.7
79.79,2.643,27.5,2377.0,55.1,2196.3,tarde,bomba,1,57.0,0,818.5
73.63,1.711,23.59,1516.0,34.14,4429.0,tarde,esteira,0,83.1,0,477.6
84.29,3.51,33.41,2740.0,78.92,4541.4,noite,CNC,1,56.8,0,472.1
80.35,3.219,35.32,2374.0,82.96,2272.2,manha,bomba,3,39.8,0,240.0
81.02,3.679,38.72,1465.0,87.94,958.2,tarde,esteira,1,93.0,0,240.0
84.07,3.847,35.91,2172.0,87.22,3876.9,tarde,compressor,5,10.1,0,290.3
86.07,2.625,31.94,2384.0,60.46,910.8,noite,bomba,3,56.2,0,491.1
78.56,3.987,32.3,1146.0,68.71,1694.3,tarde,prensa,1,41.9,0,240.0
77.8,2.767,33.06,1526.0,65.41,2739.6,noite,esteira,1,24.9,0,723.1
67.71,2.574,24.77,1106.0,20.23,835.3,noite,prensa,3,65.3,0,695.0
79.59,3.16,32.9,2033.0,77.07,1456.2,manha,compressor,2,134.0,0,530.0
79.77,2.644,27.53,1353.0,63.24,4216.9,noite,prensa,1,28.5,0,485.8
71.13,2.632,24.66,2459.0,47.92,3685.8,noite,CNC,1,80.1,0,589.3
76.67,2.427,35.92,2394.0,79.51,1050.2,manha,bomba,1,72.6,0,506.8
81.08,2.814,32.7,2167.0,67.86,2936.6,tarde,compressor,2,21.7,0,774.2
68.21,2.242,27.39,1521.0,60.71,661.7,manha,esteira,1,72.1,0,614.8
78.31,3.096,31.71,1409.0,51.98,3461.8,tarde,prensa,4,43.4,0,480.8
75.24,2.715,29.15,1546.0,61.31,1545.2,manha,esteira,3,34.1,0,490.2
77.24,2.366,26.92,2453.0,49.33,2105.9,noite,bomba,5,33.6,0,528.8
89.07,3.707,34.58,2171.0,80.96,2545.4,tarde,compressor,1,207.1,0,240.0
69.52,3.053,31.79,2497.0,58.72,1097.1,tarde,bomba,3,13.9,0,904.1
70.92,1.337,20.71,2383.0,24.99,1466.1,manha,bomba,2,108.0,0,784.2
82.75,2.154,33.85,2568.0,65.1,5887.2,tarde,CNC,1,47.4,0,240.0
80.08,2.729,32.92,2400.0,68.51,2012.3,tarde,bomba,1,26.8,0,612.1
78.53,2.402,34.22,1570.0,68.69,2632.1,tarde,esteira,1,41.2,0,554.5
70.4,2.528,31.84,1389.0,64.79,2658.1,manha,esteira,3,113.2,0,534.8
83.8,2.223,33.96,1640.0,76.0,4929.6,manha,esteira,1,116.4,0,446.4
81.01,3.023,38.12,2363.0,90.11,3817.3,tarde,compressor,2,26.1,0,625.5
80.53,3.812,35.57,2382.0,85.5,1138.7,noite,bomba,3,70.8,0,415.5
80.95,3.935,33.99,2385.0,85.1,5285.0,manha,CNC,2,67.8,0,240.0
82.41,4.138,38.83,2129.0,93.5,6394.4,tarde,compressor,4,46.0,0,401.0
78.75,2.442,30.87,2093.0,63.4,1133.7,manha,compressor,3,75.5,0,774.7
78.91,2.716,34.74,2720.0,70.34,1932.4,tarde,CNC,1,87.5,0,580.7
86.65,2.747,37.48,2647.0,82.08,2238.7,manha,CNC,5,25.0,0,576.9
79.63,2.056,31.9,2551.0,63.56,1980.1,tarde,bomba,1,12.8,0,652.4
73.36,2.163,28.87,1994.0,44.9,3471.9,manha,compressor,4,21.6,0,612.4
81.99,2.739,33.35,2149.0,69.1,2114.5,manha,compressor,0,40.2,0,330.9
70.92,1.563,27.8,2699.0,46.26,1711.1,manha,CNC,3,46.2,0,825.0
71.94,3.006,25.18,2426.0,44.8,3564.2,manha,bomba,4,93.0,0,240.0
84.87,3.17,36.72,2181.0,86.82,527.2,tarde,compressor,2,51.3,0,511.3
71.88,2.233,27.13,2195.0,42.1,2754.4,noite,compressor,2,40.3,0,583.0
78.9,1.931,33.49,2268.0,73.33,3238.9,tarde,bomba,1,12.3,0,628.4
86.99,3.846,35.21,2684.0,80.3,5095.3,noite,CNC,2,110.8,0,272.8
80.94,2.87,37.61,1252.0,92.75,2515.8,tarde,prensa,2,26.1,0,456.2
70.92,2.656,30.94,2607.0,46.17,700.8,manha,CNC,1,116.7,0,555.5
82.03,2.438,32.38,2123.0,67.89,2607.8,manha,compressor,4,37.4,0,544.2
76.12,2.697,34.32,2698.0,73.89,658.8,tarde,CNC,5,22.8,0,711.8
65.06,1.438,23.02,2409.0,29.66,3038.0,manha,bomba,5,54.5,0,628.8
81.92,2.8,31.1,1835.0,59.87,4599.4,noite,compressor,4,29.2,0,512.2
77.79,2.812,33.25,1530.0,85.29,2311.7,tarde,esteira,2,44.0,0,469.6
90.39,3.709,37.77,2030.0,98.47,2116.1,tarde,compressor,2,53.4,0,702.4
70.57,2.71,23.59,2419.0,35.97,3767.9,tarde,bomba,2,86.8,0,411.8
76.7,2.919,23.19,2585.0,41.0,2972.3,tarde,CNC,0,156.2,0,513.7
82.57,3.826,35.59,2909.0,84.29,3606.2,tarde,CNC,3,34.3,0,340.1
81.23,2.818,32.63,2009.0,78.84,7706.3,manha,compressor,0,57.9,0,300.1
80.85,3.964,34.77,2212.0,92.6,1783.9,manha,bomba,1,18.8,0,637.0
85.54,3.385,35.66,2048.0,63.32,3157.1,manha,compressor,4,77.8,0,433.3
77.24,2.784,33.82,1155.0,66.29,5335.9,manha,prensa,1,60.8,0,417.4
73.54,2.941,35.4,1545.0,68.54,5383.2,tarde,esteira,2,12.1,0,521.3
69.17,3.148,25.08,1169.0,37.93,3335.4,manha,prensa,1,63.2,0,618.4
86.18,3.953,37.78,2156.0,96.52,2062.1,manha,compressor,3,28.3,0,347.5
75.0,2.161,32.25,1504.0,68.88,3578.9,noite,esteira,4,43.5,0,561.3
69.64,2.295,22.32,2394.0,21.55,3622.7,noite,bomba,0,133.4,0,505.9
78.14,2.983,31.71,2601.0,71.29,3977.3,tarde,bomba,1,14.0,0,697.9
66.08,2.155,21.7,1238.0,28.86,1187.4,tarde,prensa,1,82.2,0,461.4
87.56,3.551,37.58,2189.0,88.26,6298.9,noite,bomba,3,25.1,0,401.8
79.88,3.076,28.77,1169.0,67.37,5347.1,manha,prensa,2,21.6,0,617.8
75.48,1.596,28.66,1352.0,49.75,2356.5,tarde,esteira,1,33.1,0,500.2
82.75,3.591,33.84,2557.0,79.56,5051.3,manha,CNC,5,20.0,0,291.4
84.75,3.612,36.96,1871.0,84.14,2257.1,tarde,bomba,1,179.5,0,240.0
78.78,2.875,35.08,2494.0,73.64,5735.1,noite,bomba,3,12.9,0,378.4
75.4,2.119,30.26,1050.0,54.91,2595.8,noite,prensa,2,18.4,0,791.7
68.33,1.644,22.75,1638.0,39.82,1362.5,noite,esteira,1,9.6,0,866.2
87.01,3.998,34.58,2515.0,93.64,7127.5,noite,CNC,0,27.7,0,240.0
79.19,3.15,30.32,2588.0,75.77,3886.3,tarde,CNC,5,55.2,0,635.5
68.78,2.318,21.04,2847.0,23.59,2167.3,noite,CNC,3,59.5,0,628.0
86.61,3.391,33.24,2314.0,87.64,6007.2,tarde,bomba,1,64.6,0,311.6
85.59,3.455,36.66,2484.0,90.22,3601.7,tarde,CNC,3,67.5,0,360.1
74.78,1.588,25.93,1436.0,51.3,1999.3,manha,esteira,4,97.7,0,832.9
88.92,4.103,36.78,2148.0,95.6,6049.9,tarde,bomba,2,135.1,0,240.0
69.18,2.041,25.12,1611.0,40.26,3967.4,manha,esteira,1,77.3,0,537.1
81.09,2.938,33.06,2712.0,70.0,3017.5,tarde,CNC,2,53.7,0,643.9
80.64,1.643,30.7,2373.0,70.64,2494.9,manha,bomba,6,25.7,0,718.1
72.64,3.309,24.81,2751.0,40.38,1327.4,tarde,CNC,2,57.7,0,658.1
80.15,3.188,35.93,1307.0,83.45,361.1,manha,prensa,3,75.5,0,555.2
72.28,2.468,25.67,2608.0,41.7,3743.3,manha,CNC,3,42.3,0,605.8
74.9,2.725,28.6,2670.0,55.38,1142.1,tarde,CNC,2,86.2,0,697.0
73.61,2.179,28.5,2617.0,47.21,1326.8,manha,CNC,4,66.7,0,525.7
90.83,3.242,35.77,1422.0,94.89,2234.0,noite,esteira,0,29.5,0,471.0
78.21,3.282,34.75,2324.0,74.6,2268.6,tarde,CNC,0,33.3,0,745.8
86.36,3.529,42.13,2327.0,94.58,1448.6,manha,bomba,2,107.7,0,312.7
77.81,3.149,35.26,1517.0,84.08,3741.3,manha,esteira,5,9.4,0,455.4
70.12,2.347,27.44,1366.0,55.43,736.7,noite,esteira,1,11.3,0,618.3
74.43,2.985,28.18,2755.0,65.85,3698.2,tarde,CNC,5,22.3,0,759.6
82.73,4.584,35.0,2534.0,87.48,2076.1,tarde,CNC,2,187.1,0,240.0
75.9,3.401,35.63,2121.0,82.51,1399.3,manha,compressor,4,68.3,0,477.6
73.7,2.514,30.86,2695.0,66.08,791.8,noite,CNC,2,33.0,0,859.7
81.36,3.261,35.4,2349.0,85.92,2753.4,noite,bomba,5,69.0,0,347.8
86.26,3.566,37.64,2000.0,94.37,1079.6,tarde,compressor,3,30.9,0,623.9
73.15,1.93,28.31,2000.0,56.4,968.7,manha,compressor,0,53.4,0,480.1
89.8,4.01,37.21,2396.0,92.34,5302.9,manha,CNC,1,36.0,0,455.0
77.13,2.432,29.45,2597.0,65.7,900.2,manha,bomba,2,67.4,0,481.6
77.76,2.416,30.0,2696.0,59.08,725.6,noite,CNC,1,45.2,0,407.8
86.48,2.513,35.72,2255.0,84.38,3527.4,noite,bomba,2,33.5,0,375.9
83.81,2.853,34.71,2705.0,67.87,2888.9,noite,CNC,2,53.3,0,436.4
87.3,2.567,34.08,1073.0,83.89,1700.5,noite,prensa,2,39.1,0,485.8
70.94,1.601,31.41,2498.0,61.67,1268.9,manha,bomba,1,39.1,0,969.2
82.0,2.359,34.78,2714.0,73.82,1513.0,noite,CNC,2,15.8,0,564.9
78.71,2.569,31.05,2560.0,67.21,1731.3,manha,CNC,2,66.3,0,456.0
92.23,3.512,33.41,1773.0,78.25,3292.4,manha,compressor,1,225.4,0,240.0
75.98,2.731,32.69,2575.0,60.51,2793.4,tarde,CNC,1,55.0,0,567.7
90.21,3.818,35.54,2650.0,96.16,1932.5,manha,CNC,0,40.9,0,307.4
78.21,2.727,31.22,1309.0,75.2,1918.9,noite,esteira,3,41.8,0,550.3
82.66,2.259,31.35,2254.0,76.06,3621.5,noite,bomba,6,105.1,0,494.0
78.0,2.432,29.27,2833.0,62.95,1395.7,noite,CNC,5,3.1,0,531.3
76.2,2.908,31.36,2393.0,69.51,771.0,noite,bomba,2,56.1,0,656.0
89.87,3.415,41.33,2946.0,97.3,4976.5,tarde,CNC,2,47.2,0,272.6
74.56,3.06,32.59,1295.0,76.22,1934.0,manha,prensa,1,45.1,0,434.9
86.07,3.511,39.33,2568.0,82.66,6718.1,noite,CNC,1,52.2,0,311.3
76.49,2.347,37.78,1403.0,90.51,1761.6,tarde,esteira,1,23.6,0,673.7
79.37,3.087,31.66,1371.0,74.15,2413.7,noite,esteira,2,24.3,0,670.5
52.62,1.557,21.06,2697.0,27.57,1319.3,manha,CNC,0,14.0,0,1137.4
63.6,2.148,25.74,2572.0,40.95,2820.8,manha,CNC,3,67.5,0,632.2
76.01,2.694,30.56,2066.0,61.08,1949.3,manha,compressor,1,5.1,0,733.8
